tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6
g__Planifilum,f__Thermoactinomycetaceae,rank_5,g__Planifilum,Root,d__Bacteria,p__Firmicutes,c__Bacilli_A,o__Thermoactinomycetales,f__Thermoactinomycetaceae,g__Planifilum,
s__Planifilum_fulgidum,g__Planifilum,rank_6,s__Planifilum_fulgidum,Root,d__Bacteria,p__Firmicutes,c__Bacilli_A,o__Thermoactinomycetales,f__Thermoactinomycetaceae,g__Planifilum,s__Planifilum_fulgidum
o__Lachnospirales,c__Clostridia,rank_3,o__Lachnospirales,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,,,
f__Lachnospiraceae,o__Lachnospirales,rank_4,f__Lachnospiraceae,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,,
g__Dorea,f__Lachnospiraceae,rank_5,g__Dorea,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Dorea,
s__Dorea_scindens_A,g__Dorea,rank_6,s__Dorea_scindens_A,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Dorea,s__Dorea_scindens_A
g__Sphingomonas,f__Sphingomonadaceae,rank_5,g__Sphingomonas,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,
g__Natronolimnobius,f__Haloferacaceae,rank_5,g__Natronolimnobius,Root,d__Archaea,p__Halobacterota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Natronolimnobius,
s__Natronolimnobius_baerhuensis,g__Natronolimnobius,rank_6,s__Natronolimnobius_baerhuensis,Root,d__Archaea,p__Halobacterota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Natronolimnobius,s__Natronolimnobius_baerhuensis
p__Firmicutes_C,d__Bacteria,rank_1,p__Firmicutes_C,Root,d__Bacteria,p__Firmicutes_C,,,,,
c__Negativicutes,p__Firmicutes_C,rank_2,c__Negativicutes,Root,d__Bacteria,p__Firmicutes_C,c__Negativicutes,,,,
o__Veillonellales,c__Negativicutes,rank_3,o__Veillonellales,Root,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,,,
f__Megasphaeraceae,o__Veillonellales,rank_4,f__Megasphaeraceae,Root,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,,
g__Anaeroglobus,f__Megasphaeraceae,rank_5,g__Anaeroglobus,Root,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Anaeroglobus,
p__Firmicutes_B,d__Bacteria,rank_1,p__Firmicutes_B,Root,d__Bacteria,p__Firmicutes_B,,,,,
c__Syntrophomonadia,p__Firmicutes_B,rank_2,c__Syntrophomonadia,Root,d__Bacteria,p__Firmicutes_B,c__Syntrophomonadia,,,,
o__Syntrophomonadales,c__Syntrophomonadia,rank_3,o__Syntrophomonadales,Root,d__Bacteria,p__Firmicutes_B,c__Syntrophomonadia,o__Syntrophomonadales,,,
f__Syntrophomonadaceae,o__Syntrophomonadales,rank_4,f__Syntrophomonadaceae,Root,d__Bacteria,p__Firmicutes_B,c__Syntrophomonadia,o__Syntrophomonadales,f__Syntrophomonadaceae,,
g__Syntrophomonas_A,f__Syntrophomonadaceae,rank_5,g__Syntrophomonas_A,Root,d__Bacteria,p__Firmicutes_B,c__Syntrophomonadia,o__Syntrophomonadales,f__Syntrophomonadaceae,g__Syntrophomonas_A,
s__Syntrophomonas_A_palmitatica,g__Syntrophomonas_A,rank_6,s__Syntrophomonas_A_palmitatica,Root,d__Bacteria,p__Firmicutes_B,c__Syntrophomonadia,o__Syntrophomonadales,f__Syntrophomonadaceae,g__Syntrophomonas_A,s__Syntrophomonas_A_palmitatica
o__Parvibaculales,c__Alphaproteobacteria,rank_3,o__Parvibaculales,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,,,
f__Phaeomarinobacteraceae,o__Parvibaculales,rank_4,f__Phaeomarinobacteraceae,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,f__Phaeomarinobacteraceae,,
g__Phaeomarinobacter,f__Phaeomarinobacteraceae,rank_5,g__Phaeomarinobacter,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,f__Phaeomarinobacteraceae,g__Phaeomarinobacter,
s__Phaeomarinobacter_ectocarpi,g__Phaeomarinobacter,rank_6,s__Phaeomarinobacter_ectocarpi,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,f__Phaeomarinobacteraceae,g__Phaeomarinobacter,s__Phaeomarinobacter_ectocarpi
g__Mycobacterium,f__Corynebacteriaceae,rank_5,g__Mycobacterium,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Mycobacterium,
s__Mycobacterium_mucogenicum,g__Mycobacterium,rank_6,s__Mycobacterium_mucogenicum,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Mycobacterium,s__Mycobacterium_mucogenicum
f__Methylophilaceae,o__Betaproteobacteriales,rank_4,f__Methylophilaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Methylophilaceae,,
g__BACL14,f__Methylophilaceae,rank_5,g__BACL14,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Methylophilaceae,g__BACL14,
f__Micrococcaceae,o__Actinomycetales,rank_4,f__Micrococcaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,,
g__Kocuria_A,f__Micrococcaceae,rank_5,g__Kocuria_A,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Kocuria_A,
s__Kocuria_A_xyli,g__Kocuria_A,rank_6,s__Kocuria_A_xyli,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Kocuria_A,s__Kocuria_A_xyli
f__Peptoniphilaceae,o__Tissierellales,rank_4,f__Peptoniphilaceae,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,,
g__Peptoniphilus_A,f__Peptoniphilaceae,rank_5,g__Peptoniphilus_A,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus_A,
s__Peptoniphilus_A_timonensis,g__Peptoniphilus_A,rank_6,s__Peptoniphilus_A_timonensis,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus_A,s__Peptoniphilus_A_timonensis
g__Hungatella,f__Lachnospiraceae,rank_5,g__Hungatella,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Hungatella,
s__Hungatella_aerotolerans,g__Hungatella,rank_6,s__Hungatella_aerotolerans,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Hungatella,s__Hungatella_aerotolerans
g__Holdemania,f__Erysipelotrichaceae,rank_5,g__Holdemania,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Holdemania,
s__Holdemania_massiliensis,g__Holdemania,rank_6,s__Holdemania_massiliensis,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Holdemania,s__Holdemania_massiliensis
g__28L,f__Megasphaeraceae,rank_5,g__28L,Root,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__28L,
s__28L_sp2,g__28L,rank_6,s__28L_sp2,Root,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__28L,s__28L_sp2
f__Pasteurellaceae,o__Enterobacterales,rank_4,f__Pasteurellaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae,,
g__Pasteurella_A,f__Pasteurellaceae,rank_5,g__Pasteurella_A,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae,g__Pasteurella_A,
s__Pasteurella_A_skyensis,g__Pasteurella_A,rank_6,s__Pasteurella_A_skyensis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae,g__Pasteurella_A,s__Pasteurella_A_skyensis
o__Borreliales,c__Spirochaetia,rank_3,o__Borreliales,Root,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Borreliales,,,
f__Borreliaceae,o__Borreliales,rank_4,f__Borreliaceae,Root,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Borreliales,f__Borreliaceae,,
g__Borrelia,f__Borreliaceae,rank_5,g__Borrelia,Root,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Borreliales,f__Borreliaceae,g__Borrelia,
s__Borrelia_hermsii,g__Borrelia,rank_6,s__Borrelia_hermsii,Root,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Borreliales,f__Borreliaceae,g__Borrelia,s__Borrelia_hermsii
s__Mycobacterium_asiaticum,g__Mycobacterium,rank_6,s__Mycobacterium_asiaticum,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Mycobacterium,s__Mycobacterium_asiaticum
f__Actinomycetaceae,o__Actinomycetales,rank_4,f__Actinomycetaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,,
g__Actinobaculum,f__Actinomycetaceae,rank_5,g__Actinobaculum,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinobaculum,
s__Actinobaculum_massiliense,g__Actinobaculum,rank_6,s__Actinobaculum_massiliense,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinobaculum,s__Actinobaculum_massiliense
g__Corynebacterium,f__Corynebacteriaceae,rank_5,g__Corynebacterium,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,
s__Corynebacterium_pyruviciproducens,g__Corynebacterium,rank_6,s__Corynebacterium_pyruviciproducens,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_pyruviciproducens
c__Desulfitobacteriia,p__Firmicutes_B,rank_2,c__Desulfitobacteriia,Root,d__Bacteria,p__Firmicutes_B,c__Desulfitobacteriia,,,,
o__Desulfitobacteriales,c__Desulfitobacteriia,rank_3,o__Desulfitobacteriales,Root,d__Bacteria,p__Firmicutes_B,c__Desulfitobacteriia,o__Desulfitobacteriales,,,
f__Desulfitobacteriaceae,o__Desulfitobacteriales,rank_4,f__Desulfitobacteriaceae,Root,d__Bacteria,p__Firmicutes_B,c__Desulfitobacteriia,o__Desulfitobacteriales,f__Desulfitobacteriaceae,,
g__Desulfitobacterium,f__Desulfitobacteriaceae,rank_5,g__Desulfitobacterium,Root,d__Bacteria,p__Firmicutes_B,c__Desulfitobacteriia,o__Desulfitobacteriales,f__Desulfitobacteriaceae,g__Desulfitobacterium,
s__Desulfitobacterium_dehalogenans,g__Desulfitobacterium,rank_6,s__Desulfitobacterium_dehalogenans,Root,d__Bacteria,p__Firmicutes_B,c__Desulfitobacteriia,o__Desulfitobacteriales,f__Desulfitobacteriaceae,g__Desulfitobacterium,s__Desulfitobacterium_dehalogenans
f__Alkalibacillaceae,o__Bacillales,rank_4,f__Alkalibacillaceae,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alkalibacillaceae,,
g__Halalkalibacillus,f__Alkalibacillaceae,rank_5,g__Halalkalibacillus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alkalibacillaceae,g__Halalkalibacillus,
s__Halalkalibacillus_halophilus,g__Halalkalibacillus,rank_6,s__Halalkalibacillus_halophilus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alkalibacillaceae,g__Halalkalibacillus,s__Halalkalibacillus_halophilus
f__Rhodocyclaceae,o__Betaproteobacteriales,rank_4,f__Rhodocyclaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,,
g__Accumulibacter,f__Rhodocyclaceae,rank_5,g__Accumulibacter,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__Accumulibacter,
s__Accumulibacter_phosphatis,g__Accumulibacter,rank_6,s__Accumulibacter_phosphatis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__Accumulibacter,s__Accumulibacter_phosphatis
g__Lactobacillus_G,f__Lactobacillaceae,rank_5,g__Lactobacillus_G,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_G,
s__Lactobacillus_G_senmaizukei,g__Lactobacillus_G,rank_6,s__Lactobacillus_G_senmaizukei,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_G,s__Lactobacillus_G_senmaizukei
f__Beijerinckiaceae,o__Rhizobiales,rank_4,f__Beijerinckiaceae,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,,
g__Microvirga,f__Beijerinckiaceae,rank_5,g__Microvirga,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Microvirga,
s__Microvirga_flocculans,g__Microvirga,rank_6,s__Microvirga_flocculans,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Microvirga,s__Microvirga_flocculans
o__Pseudomonadales,c__Gammaproteobacteria,rank_3,o__Pseudomonadales,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,,,
f__Nitrincolaceae,o__Pseudomonadales,rank_4,f__Nitrincolaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae,,
g__Marinobacterium,f__Nitrincolaceae,rank_5,g__Marinobacterium,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae,g__Marinobacterium,
s__Marinobacterium_litorale,g__Marinobacterium,rank_6,s__Marinobacterium_litorale,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae,g__Marinobacterium,s__Marinobacterium_litorale
f__Pseudonocardiaceae,o__Corynebacteriales,rank_4,f__Pseudonocardiaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Pseudonocardiaceae,,
g__Actinophytocola,f__Pseudonocardiaceae,rank_5,g__Actinophytocola,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Pseudonocardiaceae,g__Actinophytocola,
s__Actinophytocola_xanthii,g__Actinophytocola,rank_6,s__Actinophytocola_xanthii,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Pseudonocardiaceae,g__Actinophytocola,s__Actinophytocola_xanthii
c__Coriobacteriia,p__Actinobacteria,rank_2,c__Coriobacteriia,Root,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,,,,
o__Coriobacteriales,c__Coriobacteriia,rank_3,o__Coriobacteriales,Root,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,,,
f__Atopobiaceae,o__Coriobacteriales,rank_4,f__Atopobiaceae,Root,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,,
g__UBA1382,f__Atopobiaceae,rank_5,g__UBA1382,Root,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__UBA1382,
c__Methanomicrobia,p__Halobacterota,rank_2,c__Methanomicrobia,Root,d__Archaea,p__Halobacterota,c__Methanomicrobia,,,,
o__Methanomicrobiales,c__Methanomicrobia,rank_3,o__Methanomicrobiales,Root,d__Archaea,p__Halobacterota,c__Methanomicrobia,o__Methanomicrobiales,,,
f__Methanospirillaceae,o__Methanomicrobiales,rank_4,f__Methanospirillaceae,Root,d__Archaea,p__Halobacterota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,,
g__Methanospirillum,f__Methanospirillaceae,rank_5,g__Methanospirillum,Root,d__Archaea,p__Halobacterota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__Methanospirillum,
s__Methanospirillum_hungatei,g__Methanospirillum,rank_6,s__Methanospirillum_hungatei,Root,d__Archaea,p__Halobacterota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__Methanospirillum,s__Methanospirillum_hungatei
f__Micromonosporaceae,o__Corynebacteriales,rank_4,f__Micromonosporaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Micromonosporaceae,,
g__Micromonospora,f__Micromonosporaceae,rank_5,g__Micromonospora,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Micromonosporaceae,g__Micromonospora,
s__Micromonospora_yangpuensis,g__Micromonospora,rank_6,s__Micromonospora_yangpuensis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Micromonosporaceae,g__Micromonospora,s__Micromonospora_yangpuensis
f__Enterobacteriaceae,o__Enterobacterales,rank_4,f__Enterobacteriaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,,
g__Buchnera,f__Enterobacteriaceae,rank_5,g__Buchnera,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Buchnera,
s__Buchnera_aphidicola_H,g__Buchnera,rank_6,s__Buchnera_aphidicola_H,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Buchnera,s__Buchnera_aphidicola_H
f__Anoxybacillaceae,o__Bacillales,rank_4,f__Anoxybacillaceae,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Anoxybacillaceae,,
g__Anoxybacillus,f__Anoxybacillaceae,rank_5,g__Anoxybacillus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Anoxybacillaceae,g__Anoxybacillus,
s__Anoxybacillus_flavithermus_A,g__Anoxybacillus,rank_6,s__Anoxybacillus_flavithermus_A,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Anoxybacillaceae,g__Anoxybacillus,s__Anoxybacillus_flavithermus_A
f__Treponemataceae_B,o__Treponematales,rank_4,f__Treponemataceae_B,Root,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Treponematales,f__Treponemataceae_B,,
g__Treponema_E,f__Treponemataceae_B,rank_5,g__Treponema_E,Root,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Treponematales,f__Treponemataceae_B,g__Treponema_E,
s__Treponema_E_primitia,g__Treponema_E,rank_6,s__Treponema_E_primitia,Root,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Treponematales,f__Treponemataceae_B,g__Treponema_E,s__Treponema_E_primitia
p__Firmicutes_E,d__Bacteria,rank_1,p__Firmicutes_E,Root,d__Bacteria,p__Firmicutes_E,,,,,
c__Thermaerobacteria,p__Firmicutes_E,rank_2,c__Thermaerobacteria,Root,d__Bacteria,p__Firmicutes_E,c__Thermaerobacteria,,,,
o__Thermaerobacterales,c__Thermaerobacteria,rank_3,o__Thermaerobacterales,Root,d__Bacteria,p__Firmicutes_E,c__Thermaerobacteria,o__Thermaerobacterales,,,
f__Thermaerobacteraceae,o__Thermaerobacterales,rank_4,f__Thermaerobacteraceae,Root,d__Bacteria,p__Firmicutes_E,c__Thermaerobacteria,o__Thermaerobacterales,f__Thermaerobacteraceae,,
g__Thermaerobacter,f__Thermaerobacteraceae,rank_5,g__Thermaerobacter,Root,d__Bacteria,p__Firmicutes_E,c__Thermaerobacteria,o__Thermaerobacterales,f__Thermaerobacteraceae,g__Thermaerobacter,
s__Thermaerobacter_marianensis,g__Thermaerobacter,rank_6,s__Thermaerobacter_marianensis,Root,d__Bacteria,p__Firmicutes_E,c__Thermaerobacteria,o__Thermaerobacterales,f__Thermaerobacteraceae,g__Thermaerobacter,s__Thermaerobacter_marianensis
f__Bacillaceae_A,o__Bacillales,rank_4,f__Bacillaceae_A,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_A,,
g__Bacillus_AA,f__Bacillaceae_A,rank_5,g__Bacillus_AA,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_A,g__Bacillus_AA,
o__Streptomycetales,c__Actinobacteria,rank_3,o__Streptomycetales,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,,,
f__Streptomycetaceae,o__Streptomycetales,rank_4,f__Streptomycetaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,,
g__Streptomyces,f__Streptomycetaceae,rank_5,g__Streptomyces,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,
s__Streptomyces_sampsonii,g__Streptomyces,rank_6,s__Streptomyces_sampsonii,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces_sampsonii
g__Ruminococcus_B,f__Lachnospiraceae,rank_5,g__Ruminococcus_B,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Ruminococcus_B,
f__Listeriaceae,o__Lactobacillales,rank_4,f__Listeriaceae,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Listeriaceae,,
g__Listeria,f__Listeriaceae,rank_5,g__Listeria,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Listeriaceae,g__Listeria,
s__Listeria_grayi,g__Listeria,rank_6,s__Listeria_grayi,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Listeriaceae,g__Listeria,s__Listeria_grayi
g__CG2-30-68-42,f__Rhodocyclaceae,rank_5,g__CG2-30-68-42,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__CG2-30-68-42,
g__Amphibacillus,f__Amphibacillaceae,rank_5,g__Amphibacillus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Amphibacillaceae,g__Amphibacillus,
s__Amphibacillus_marinus,g__Amphibacillus,rank_6,s__Amphibacillus_marinus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Amphibacillaceae,g__Amphibacillus,s__Amphibacillus_marinus
f__Microbacteriaceae,o__Actinomycetales,rank_4,f__Microbacteriaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,,
g__Agromyces,f__Microbacteriaceae,rank_5,g__Agromyces,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Agromyces,
f__Haloarculaceae,o__Halobacteriales,rank_4,f__Haloarculaceae,Root,d__Archaea,p__Halobacterota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,,
g__Halomicrobium,f__Haloarculaceae,rank_5,g__Halomicrobium,Root,d__Archaea,p__Halobacterota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicrobium,
s__Halomicrobium_zhouii,g__Halomicrobium,rank_6,s__Halomicrobium_zhouii,Root,d__Archaea,p__Halobacterota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicrobium,s__Halomicrobium_zhouii
f__Cyclobacteriaceae,o__Cytophagales,rank_4,f__Cyclobacteriaceae,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,,
g__Fabibacter,f__Cyclobacteriaceae,rank_5,g__Fabibacter,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Fabibacter,
s__Fabibacter_pacificus,g__Fabibacter,rank_6,s__Fabibacter_pacificus,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Fabibacter,s__Fabibacter_pacificus
g__Leucobacter,f__Microbacteriaceae,rank_5,g__Leucobacter,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Leucobacter,
g__Porphyrobacter,f__Sphingomonadaceae,rank_5,g__Porphyrobacter,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Porphyrobacter,
s__Porphyrobacter_donghaensis_A,g__Porphyrobacter,rank_6,s__Porphyrobacter_donghaensis_A,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Porphyrobacter,s__Porphyrobacter_donghaensis_A
f__Bacillaceae_D,o__Bacillales,rank_4,f__Bacillaceae_D,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_D,,
g__Bacillus_L,f__Bacillaceae_D,rank_5,g__Bacillus_L,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_D,g__Bacillus_L,
p__Crenarchaeota,d__Archaea,rank_1,p__Crenarchaeota,Root,d__Archaea,p__Crenarchaeota,,,,,
c__Methanomethylicia,p__Crenarchaeota,rank_2,c__Methanomethylicia,Root,d__Archaea,p__Crenarchaeota,c__Methanomethylicia,,,,
